Year,Week_Reported,County,id,Positive_Cases
2008,38,Los Angeles,6037,21
2008,39,Los Angeles,6037,14
2008,41,Los Angeles,6037,23
2008,43,Los Angeles,6037,8
2008,44,Los Angeles,6037,4
2008,45,Los Angeles,6037,13
2008,46,Los Angeles,6037,5
2008,47,Los Angeles,6037,4
2008,49,Los Angeles,6037,4
2008,51,Los Angeles,6037,1
2008,53,Los Angeles,6037,6
2008,36,Merced,6047,1
2008,29,Orange,6059,2
2008,31,Orange,6059,7
2008,32,Orange,6059,3
2008,33,Orange,6059,2
2008,34,Orange,6059,7
2008,35,Orange,6059,13
2008,36,Orange,6059,7
2008,37,Orange,6059,4
2008,39,Orange,6059,8
2008,40,Orange,6059,7
2008,44,Orange,6059,1
2008,45,Orange,6059,2
2008,46,Orange,6059,2
2008,48,Orange,6059,1
2008,49,Orange,6059,2
2008,51,Orange,6059,2
2008,53,Orange,6059,1
2008,36,Placer,6061,2
2008,39,Placer,6061,2
2008,43,Placer,6061,1
2008,45,Placer,6061,1
2008,32,Riverside,6065,9
2008,33,Riverside,6065,4
2008,34,Riverside,6065,6
2008,35,Riverside,6065,4
2008,36,Riverside,6065,4
2008,37,Riverside,6065,9
2008,38,Riverside,6065,4
2008,39,Riverside,6065,3
2008,40,Riverside,6065,5
2008,41,Riverside,6065,2
2008,42,Riverside,6065,2
2008,43,Riverside,6065,2
2008,44,Riverside,6065,1
2008,45,Riverside,6065,3
2008,47,Riverside,6065,2
2008,50,Riverside,6065,1
2008,53,Riverside,6065,1
2008,32,Sacramento,6067,2
2008,33,Sacramento,6067,1
2008,34,Sacramento,6067,1
2008,36,Sacramento,6067,1
2008,37,Sacramento,6067,2
2008,38,Sacramento,6067,1
2008,40,Sacramento,6067,2
2008,43,Sacramento,6067,3
2008,32,San Bernardino,6071,2
2008,35,San Bernardino,6071,1
2008,36,San Bernardino,6071,2
2008,38,San Bernardino,6071,5
2008,39,San Bernardino,6071,2
2008,41,San Bernardino,6071,6
2008,44,San Bernardino,6071,3
2008,45,San Bernardino,6071,3
2008,47,San Bernardino,6071,1
2008,49,San Bernardino,6071,2
2008,50,San Bernardino,6071,1
2008,53,San Bernardino,6071,8
2008,30,San Diego,6073,1
2008,32,San Diego,6073,2
2008,33,San Diego,6073,1
2008,34,San Diego,6073,1
2008,35,San Diego,6073,4
2008,36,San Diego,6073,1
2008,37,San Diego,6073,1
2008,38,San Diego,6073,2
2008,39,San Diego,6073,4
2008,40,San Diego,6073,4
2008,41,San Diego,6073,1
2008,49,San Diego,6073,2
2008,51,San Diego,6073,1
2008,53,San Diego,6073,10
2008,29,San Joaquin,6077,1
2008,33,San Joaquin,6077,1
2008,34,San Joaquin,6077,3
2008,35,San Joaquin,6077,1
2008,37,San Joaquin,6077,2
2008,38,San Joaquin,6077,1
2008,40,San Joaquin,6077,1
2008,41,San Joaquin,6077,1
2008,45,San Joaquin,6077,1
2008,53,Santa Barbara,6083,1
2008,37,Santa Clara,6085,1
2008,35,Shasta,6089,1
2008,33,Solano,6095,1
2008,27,Stanislaus,6099,2
2008,30,Stanislaus,6099,1
2008,31,Stanislaus,6099,1
2008,32,Stanislaus,6099,1
2008,35,Stanislaus,6099,2
2008,36,Stanislaus,6099,3
2008,37,Stanislaus,6099,1
2008,38,Stanislaus,6099,2
2008,39,Stanislaus,6099,3
2008,41,Stanislaus,6099,1
2008,36,Tehama,6103,1
2008,46,Tehama,6103,3
2008,25,Tulare,6107,1
2008,38,Tulare,6107,1
2008,46,Tulare,6107,2
2008,53,Tulare,6107,1
2008,37,Yolo,6113,1
2009,36,Butte,6007,1
2009,41,Butte,6007,1
2009,31,Contra Costa,6013,1
2009,42,Contra Costa,6013,4
2009,37,El Dorado,6017,1
2009,32,Fresno,6019,1
2009,34,Fresno,6019,2
2009,35,Fresno,6019,2
2009,37,Fresno,6019,2
2009,38,Fresno,6019,2
2009,39,Fresno,6019,3
2009,40,Fresno,6019,1
2009,31,Kern,6029,2
2009,32,Kern,6029,1
2009,34,Kern,6029,1
2009,35,Kern,6029,4
2009,36,Kern,6029,2
2009,37,Kern,6029,1
2009,40,Kern,6029,1
2009,41,Kern,6029,3
2009,42,Kern,6029,1
2009,44,Kern,6029,2
2009,50,Kern,6029,1
2009,32,Kings,6031,1
2009,37,Kings,6031,1
2009,38,Kings,6031,1
2009,32,Los Angeles,6037,2
2009,34,Los Angeles,6037,3
2009,36,Los Angeles,6037,2
2009,37,Los Angeles,6037,2
2009,39,Los Angeles,6037,2
2009,40,Los Angeles,6037,2
2009,41,Los Angeles,6037,1
2009,42,Los Angeles,6037,4
2009,43,Los Angeles,6037,1
2009,45,Los Angeles,6037,1
2009,46,Madera,6039,1
2009,37,Merced,6047,1
2009,52,Merced,6047,3
2009,49,Monterey,6053,1
2009,30,Orange,6059,1
2009,38,Orange,6059,2
2009,39,Orange,6059,1
2009,38,Riverside,6065,1
2009,43,Riverside,6065,1
2009,44,Riverside,6065,1
2009,39,San Bernardino,6071,1
2009,52,San Bernardino,6071,1
2009,29,San Diego,6073,1
2009,34,San Diego,6073,1
2009,40,San Diego,6073,1
2009,41,San Diego,6073,1
2009,36,San Joaquin,6077,1
2009,37,San Joaquin,6077,1
2009,38,San Joaquin,6077,2
2009,39,San Joaquin,6077,1
2009,43,San Joaquin,6077,1
2009,45,San Joaquin,6077,1
2009,48,San Joaquin,6077,1
2009,51,San Joaquin,6077,1
2009,52,San Joaquin,6077,1
2009,34,Stanislaus,6099,2
2009,35,Stanislaus,6099,1
2009,36,Stanislaus,6099,2
2009,37,Stanislaus,6099,4
2009,38,Stanislaus,6099,2
2009,39,Stanislaus,6099,1
2009,43,Stanislaus,6099,1
2009,40,Tulare,6107,4
2009,38,Yolo,6113,2
2009,43,Yuba,6115,1
2010,43,Alameda,6001,1
2010,33,Butte,6007,1
2010,40,Contra Costa,6013,3
2010,49,Contra Costa,6013,1
2010,30,Fresno,6019,2
2010,33,Fresno,6019,2
2010,34,Fresno,6019,4
2010,35,Fresno,6019,3
2010,37,Fresno,6019,5
2010,38,Fresno,6019,1
2010,39,Fresno,6019,3
2010,40,Fresno,6019,1
2010,47,Fresno,6019,1
2010,53,Fresno,6019,1
2010,39,Glenn,6021,2
2010,29,Kern,6029,1
2010,32,Kern,6029,1
2010,36,Kern,6029,1
2010,38,Kern,6029,3
2010,39,Kern,6029,1
2010,42,Kern,6029,4
2010,43,Kern,6029,1
2010,44,Kern,6029,1
2010,52,Kern,6029,1
2010,53,Kern,6029,1
2010,43,Kings,6031,1
2010,43,Los Angeles,6037,1
2010,45,Los Angeles,6037,1
2010,47,Los Angeles,6037,1
2010,49,Los Angeles,6037,1
2010,31,Madera,6039,2
2010,33,Madera,6039,1
2010,38,Madera,6039,2
2010,53,Madera,6039,2
2010,42,Merced,6047,1
2010,42,Orange,6059,1
2010,35,Placer,6061,1
2010,37,Placer,6061,2
2010,31,Sacramento,6067,2
2010,33,Sacramento,6067,1
2010,35,Sacramento,6067,2
2010,42,Sacramento,6067,3
2010,43,Sacramento,6067,2
2010,44,Sacramento,6067,2
2010,30,San Bernardino,6071,1
2010,32,San Bernardino,6071,1
2010,43,San Bernardino,6071,2
2010,48,San Bernardino,6071,1
2010,53,San Francisco,6075,1
2010,35,San Joaquin,6077,1
2010,36,San Joaquin,6077,1
2010,38,San Joaquin,6077,1
2010,39,San Joaquin,6077,1
2010,41,San Joaquin,6077,1
2010,42,San Joaquin,6077,1
2010,28,Stanislaus,6099,2
2010,29,Stanislaus,6099,1
2010,31,Stanislaus,6099,1
2010,32,Stanislaus,6099,2
2010,33,Stanislaus,6099,1
2010,36,Stanislaus,6099,1
2010,40,Stanislaus,6099,1
2010,42,Stanislaus,6099,1
2010,43,Stanislaus,6099,1
2010,48,Stanislaus,6099,1
2010,31,Tulare,6107,1
2010,34,Tulare,6107,1
2010,39,Tulare,6107,3
2010,41,Tulare,6107,1
2010,42,Tulare,6107,3
2010,43,Tulare,6107,2
2010,48,Tulare,6107,1
2011,41,Amador,6005,1
2011,35,Butte,6007,1
2011,37,Butte,6007,1
2011,40,Butte,6007,1
2011,39,Contra Costa,6013,1
2011,40,Contra Costa,6013,1
2011,41,Contra Costa,6013,1
2011,38,El Dorado,6017,1
2011,31,Fresno,6019,2
2011,33,Fresno,6019,1
2011,35,Fresno,6019,1
2011,37,Fresno,6019,1
2011,41,Fresno,6019,2
2011,44,Fresno,6019,1
2011,45,Fresno,6019,1
2011,36,Glenn,6021,1
2011,34,Kern,6029,1
2011,36,Kern,6029,3
2011,37,Kern,6029,1
2011,38,Kern,6029,4
2011,39,Kern,6029,1
2011,40,Kern,6029,3
2011,42,Kern,6029,1
2011,43,Kern,6029,1
2011,44,Kern,6029,2
2011,46,Kern,6029,1
2011,52,Kings,6031,1
2011,32,Los Angeles,6037,2
2011,33,Los Angeles,6037,1
2011,34,Los Angeles,6037,3
2011,35,Los Angeles,6037,2
2011,36,Los Angeles,6037,2
2011,37,Los Angeles,6037,5
2011,38,Los Angeles,6037,8
2011,39,Los Angeles,6037,12
2011,40,Los Angeles,6037,8
2011,41,Los Angeles,6037,3
2011,42,Los Angeles,6037,3
2011,43,Los Angeles,6037,2
2011,44,Los Angeles,6037,2
2011,46,Los Angeles,6037,3
2011,48,Los Angeles,6037,2
2011,32,Madera,6039,1
2011,45,Madera,6039,1
2011,39,Merced,6047,1
2011,34,Orange,6059,1
2011,37,Orange,6059,2
2011,39,Orange,6059,1
2011,40,Orange,6059,1
2011,41,Orange,6059,1
2011,42,Orange,6059,2
2011,44,Orange,6059,2
2011,38,Placer,6061,1
2011,38,Riverside,6065,3
2011,42,Riverside,6065,1
2011,43,Riverside,6065,1
2011,44,Riverside,6065,1
2011,47,Riverside,6065,1
2011,40,Sacramento,6067,1
2011,43,Sacramento,6067,1
2011,44,Sacramento,6067,2
2011,37,San Bernardino,6071,2
2011,41,San Bernardino,6071,1
2011,45,San Bernardino,6071,1
2011,34,San Joaquin,6077,1
2011,37,San Joaquin,6077,1
2011,40,San Joaquin,6077,1
2011,42,San Joaquin,6077,1
2011,44,San Joaquin,6077,1
2011,29,Santa Barbara,6083,1
2011,43,Santa Clara,6085,1
2011,50,Santa Cruz,6087,1
2011,31,Stanislaus,6099,2
2011,34,Stanislaus,6099,1
2011,35,Stanislaus,6099,4
2011,39,Stanislaus,6099,1
2011,40,Stanislaus,6099,1
2011,43,Stanislaus,6099,1
2011,45,Stanislaus,6099,1
2011,46,Tehama,6103,1
2011,31,Tulare,6107,2
2011,37,Tulare,6107,2
2011,38,Tulare,6107,1
2011,39,Tulare,6107,3
2011,42,Tulare,6107,1
2011,45,Tulare,6107,1
2011,48,Tulare,6107,1
2011,38,Yuba,6115,1
2011,52,Yuba,6115,2
2012,42,Alameda,6001,1
2012,43,Alameda,6001,1
2012,33,Butte,6007,1
2012,35,Butte,6007,3
2012,37,Butte,6007,2
2012,40,Butte,6007,2
2012,41,Butte,6007,2
2012,37,Colusa,6011,1
2012,38,Colusa,6011,1
2012,41,Colusa,6011,1
2012,37,Contra Costa,6013,1
2012,38,Contra Costa,6013,1
2012,42,Contra Costa,6013,1
2012,49,Contra Costa,6013,1
2012,29,Fresno,6019,1
2012,32,Fresno,6019,3
2012,34,Fresno,6019,2
2012,35,Fresno,6019,1
2012,36,Fresno,6019,3
2012,37,Fresno,6019,3
2012,38,Fresno,6019,1
2012,40,Fresno,6019,2
2012,42,Fresno,6019,2
2012,43,Fresno,6019,4
2012,46,Fresno,6019,1
2012,50,Fresno,6019,1
2012,37,Glenn,6021,2
2012,38,Glenn,6021,3
2012,40,Glenn,6021,1
2012,43,Glenn,6021,1
2012,36,Imperial,6025,1
2012,25,Kern,6029,1
2012,28,Kern,6029,1
2012,31,Kern,6029,1
2012,32,Kern,6029,1
2012,33,Kern,6029,2
2012,34,Kern,6029,1
2012,35,Kern,6029,2
2012,36,Kern,6029,1
2012,37,Kern,6029,5
2012,39,Kern,6029,5
2012,40,Kern,6029,1
2012,41,Kern,6029,1
2012,42,Kern,6029,3
2012,40,Kings,6031,2
2012,48,Kings,6031,1
2012,45,Lake,6033,1
2012,29,Los Angeles,6037,1
2012,33,Los Angeles,6037,1
2012,34,Los Angeles,6037,2
2012,36,Los Angeles,6037,3
2012,37,Los Angeles,6037,5
2012,38,Los Angeles,6037,9
2012,39,Los Angeles,6037,9
2012,40,Los Angeles,6037,16
2012,41,Los Angeles,6037,18
2012,42,Los Angeles,6037,13
2012,43,Los Angeles,6037,14
2012,44,Los Angeles,6037,13
2012,45,Los Angeles,6037,14
2012,46,Los Angeles,6037,13
2012,47,Los Angeles,6037,6
2012,48,Los Angeles,6037,1
2012,49,Los Angeles,6037,6
2012,50,Los Angeles,6037,7
2012,51,Los Angeles,6037,5
2012,52,Los Angeles,6037,7
2012,37,Madera,6039,1
2012,53,Madera,6039,2
2012,29,Merced,6047,1
2012,35,Merced,6047,2
2012,36,Merced,6047,2
2012,37,Merced,6047,2
2012,39,Merced,6047,1
2012,40,Merced,6047,3
2012,41,Merced,6047,1
2012,42,Merced,6047,1
2012,40,Monterey,6053,1
2012,31,Orange,6059,1
2012,35,Orange,6059,1
2012,37,Orange,6059,3
2012,38,Orange,6059,1
2012,39,Orange,6059,5
2012,40,Orange,6059,8
2012,41,Orange,6059,3
2012,42,Orange,6059,8
2012,43,Orange,6059,1
2012,44,Orange,6059,4
2012,46,Orange,6059,1
2012,48,Orange,6059,3
2012,51,Orange,6059,2
2012,52,Orange,6059,1
2012,34,Placer,6061,1
2012,35,Placer,6061,2
2012,37,Placer,6061,2
2012,39,Placer,6061,1
2012,41,Placer,6061,3
2012,42,Placer,6061,1
2012,44,Placer,6061,2
2012,34,Riverside,6065,1
2012,36,Riverside,6065,1
2012,37,Riverside,6065,1
2012,38,Riverside,6065,4
2012,39,Riverside,6065,2
2012,40,Riverside,6065,1
2012,42,Riverside,6065,2
2012,44,Riverside,6065,1
2012,45,Riverside,6065,2
2012,46,Riverside,6065,1
2012,47,Riverside,6065,1
2012,48,Riverside,6065,1
2012,49,Riverside,6065,1
2012,32,Sacramento,6067,2
2012,35,Sacramento,6067,1
2012,36,Sacramento,6067,2
2012,37,Sacramento,6067,3
2012,38,Sacramento,6067,1
2012,39,Sacramento,6067,5
2012,40,Sacramento,6067,1
2012,43,Sacramento,6067,6
2012,44,Sacramento,6067,5
2012,45,Sacramento,6067,3
2012,52,Sacramento,6067,1
2012,34,San Bernardino,6071,1
2012,35,San Bernardino,6071,1
2012,36,San Bernardino,6071,1
2012,38,San Bernardino,6071,4
2012,40,San Bernardino,6071,2
2012,43,San Bernardino,6071,8
2012,44,San Bernardino,6071,7
2012,45,San Bernardino,6071,1
2012,48,San Bernardino,6071,3
2012,49,San Bernardino,6071,2
2012,51,San Bernardino,6071,2
2012,40,San Diego,6073,1
2012,39,San Francisco,6075,1
2012,32,San Joaquin,6077,1
2012,33,San Joaquin,6077,1
2012,37,San Joaquin,6077,2
2012,38,San Joaquin,6077,2
2012,39,San Joaquin,6077,1
2012,40,San Joaquin,6077,2
2012,44,San Joaquin,6077,1
2012,48,San Joaquin,6077,1
2012,49,San Joaquin,6077,2
2012,42,Shasta,6089,1
2012,37,Solano,6095,1
2012,44,Solano,6095,1
2012,28,Stanislaus,6099,1
2012,30,Stanislaus,6099,1
2012,31,Stanislaus,6099,2
2012,33,Stanislaus,6099,2
2012,34,Stanislaus,6099,4
2012,35,Stanislaus,6099,2
2012,38,Stanislaus,6099,1
2012,39,Stanislaus,6099,4
2012,40,Stanislaus,6099,4
2012,42,Stanislaus,6099,1
2012,44,Stanislaus,6099,1
2012,45,Stanislaus,6099,1
2012,46,Stanislaus,6099,1
2012,53,Stanislaus,6099,1
2012,34,Sutter,6101,1
2012,37,Sutter,6101,4
2012,38,Sutter,6101,1
2012,43,Sutter,6101,2
2012,37,Tehama,6103,1
2012,42,Tehama,6103,1
2012,44,Tehama,6103,2
2012,34,Tulare,6107,2
2012,36,Tulare,6107,1
2012,41,Tulare,6107,4
2012,33,Ventura,6111,1
2012,36,Ventura,6111,1
2012,41,Ventura,6111,2
2012,51,Ventura,6111,3
2012,36,Yolo,6113,3
2012,38,Yolo,6113,1
2012,40,Yolo,6113,1
2012,46,Yolo,6113,1
2012,52,Yolo,6113,4
2012,38,Yuba,6115,2
2012,43,Yuba,6115,1
2012,44,Yuba,6115,1
2013,32,Butte,6007,1
2013,34,Butte,6007,2
2013,35,Butte,6007,5
2013,37,Butte,6007,1
2013,38,Butte,6007,8
2013,39,Butte,6007,2
2013,40,Butte,6007,1
2013,41,Butte,6007,1
2013,42,Butte,6007,1
2013,43,Butte,6007,1
2013,53,Butte,6007,1
2013,33,Colusa,6011,1
2013,38,Colusa,6011,1
2013,32,Contra Costa,6013,1
2013,34,Contra Costa,6013,1
2013,39,Contra Costa,6013,1
2013,42,Contra Costa,6013,1
2013,45,Contra Costa,6013,1
2013,35,El Dorado,6017,1
2013,32,Fresno,6019,2
2013,36,Fresno,6019,1
2013,41,Fresno,6019,2
2013,44,Fresno,6019,1
2013,53,Fresno,6019,1
2013,30,Glenn,6021,1
2013,31,Glenn,6021,1
2013,33,Glenn,6021,1
2013,35,Glenn,6021,1
2013,36,Glenn,6021,1
2013,38,Glenn,6021,1
2013,39,Glenn,6021,1
2013,42,Glenn,6021,1
2013,45,Glenn,6021,1
2013,33,Kern,6029,2
2013,34,Kern,6029,2
2013,35,Kern,6029,2
2013,36,Kern,6029,2
2013,37,Kern,6029,1
2013,39,Kern,6029,1
2013,40,Kern,6029,2
2013,41,Kern,6029,4
2013,42,Kern,6029,2
2013,43,Kern,6029,2
2013,44,Kern,6029,1
2013,46,Kern,6029,1
2013,47,Kern,6029,2
2013,50,Kern,6029,1
2013,44,Kings,6031,1
2013,30,Los Angeles,6037,2
2013,31,Los Angeles,6037,5
2013,33,Los Angeles,6037,8
2013,34,Los Angeles,6037,12
2013,35,Los Angeles,6037,8
2013,36,Los Angeles,6037,8
2013,37,Los Angeles,6037,11
2013,38,Los Angeles,6037,8
2013,39,Los Angeles,6037,9
2013,40,Los Angeles,6037,8
2013,41,Los Angeles,6037,10
2013,42,Los Angeles,6037,21
2013,43,Los Angeles,6037,11
2013,44,Los Angeles,6037,9
2013,45,Los Angeles,6037,8
2013,46,Los Angeles,6037,5
2013,47,Los Angeles,6037,3
2013,48,Los Angeles,6037,2
2013,50,Los Angeles,6037,2
2013,51,Los Angeles,6037,8
