,latitude,longitude,diameter_mm,length_cm_drilled,length_cm_concrete,date
48,-32.07265,-52.10232,300,1008,1000,2017-11-22
49,-32.07265,-52.10207,300,1008,1016,2017-11-16
50,-32.07265,-52.10231,300,1008,992,2017-11-17
51,-32.07263,-52.10232,300,1016,944,2017-11-17
52,-32.07262,-52.10223,300,1008,1008,2017-11-16
53,-32.07261,-52.10211,300,1008,1016,2017-11-16
54,-32.07256,-52.10237,300,1008,976,2017-11-16
55,-32.07253,-52.10211,300,1008,280,2017-11-23
56,-32.07248,-52.10223,300,1008,1000,2017-11-16
57,-32.07234,-52.10245,300,1008,1000,2017-11-20
58,-32.07227,-52.10286,400,448,384,2017-11-23
59,-32.07227,-52.10286,400,296,272,2017-11-23
60,-32.07221,-52.10327,400,832,808,2017-11-23
61,-32.07221,-52.10327,400,336,-8,2017-11-23
62,-32.07209,-52.10285,400,584,632,2017-11-23
63,-32.07201,-52.10285,400,792,792,2017-11-23
64,-31.7571,-52.35082,300,1408,1360,2022-07-27
65,-31.75707,-52.35085,300,1408,1408,2022-07-27
66,-31.75706,-52.351,300,1008,1032,2022-07-21
67,-31.75705,-52.35121,300,1008,1016,2022-07-21
68,-31.75705,-52.35104,300,1008,1040,2022-07-21
69,-31.75705,-52.3508,300,1408,1408,2022-07-27
70,-31.75704,-52.35115,300,1016,1024,2022-07-21
71,-31.75704,-52.35082,300,1608,1616,2022-07-27
72,-31.75703,-52.35101,300,1032,1024,2022-07-21
73,-31.75703,-52.35094,500,1704,1704,2022-07-15
74,-31.75702,-52.35111,300,1008,1032,2022-07-21
75,-31.75702,-52.35107,300,1008,1024,2022-07-21
76,-31.75702,-52.35117,500,1904,1904,2022-07-14
77,-31.75702,-52.35106,500,1904,1912,2022-07-14
78,-31.75701,-52.35126,500,1920,1920,2022-07-15
79,-31.757,-52.35112,300,1016,1056,2022-07-21
80,-31.757,-52.3513,500,1904,1912,2022-07-14
81,-31.75698,-52.35097,300,1016,1024,2022-07-21
82,-31.75698,-52.35125,500,1904,1920,2022-07-15
83,-31.75697,-52.35118,500,1904,1912,2022-07-14
84,-31.75697,-52.35117,500,1904,688,2022-07-14
85,-31.75697,-52.35116,500,1904,1920,2022-07-15
86,-31.75696,-52.35124,300,1008,1024,2022-07-21
87,-31.75695,-52.35113,500,1896,1896,2022-07-21
88,-31.75695,-52.35115,500,1904,1928,2022-07-14
89,-31.75695,-52.351,500,1704,1712,2022-07-15
90,-31.75694,-52.35136,500,1920,1808,2022-07-12
91,-31.75694,-52.35129,500,1904,1832,2022-07-15
92,-31.75693,-52.35131,500,1904,1912,2022-07-13
93,-31.75693,-52.35132,500,1912,1920,2022-07-13
94,-31.75693,-52.35121,500,1912,1896,2022-07-15
95,-31.75692,-52.35113,500,1904,1912,2022-07-18
96,-31.75692,-52.35131,500,1912,1992,2022-07-12
97,-31.75692,-52.35122,500,1904,1920,2022-07-15
98,-31.75691,-52.35125,500,1904,1928,2022-07-14
99,-31.75691,-52.35143,500,1912,2112,2022-07-12
100,-31.75691,-52.35139,500,1912,1944,2022-07-19
101,-31.7569,-52.35127,500,1912,1912,2022-07-13
102,-31.7569,-52.35089,500,1904,1824,2022-07-15
103,-31.7569,-52.35093,500,1912,1920,2022-07-15
104,-31.7569,-52.35125,500,1904,1888,2022-07-15
105,-31.75689,-52.35121,500,1912,1920,2022-07-20
106,-31.75689,-52.35101,300,1024,1048,2022-07-21
107,-31.75689,-52.35108,500,1912,1888,2022-07-14
108,-31.75689,-52.35101,500,1912,1920,2022-07-14
109,-31.75689,-52.35125,500,1904,1904,2022-07-15
110,-31.75689,-52.35105,500,1912,1928,2022-07-15
111,-31.75688,-52.35133,500,1904,2064,2022-07-12
112,-31.75688,-52.35113,500,1904,1904,2022-07-15
113,-31.75687,-52.35143,500,1904,1904,2022-07-20
114,-31.75687,-52.35104,300,40,48,2022-07-21
115,-31.75687,-52.35091,500,1904,1904,2022-07-14
116,-31.75686,-52.35145,500,1912,1920,2022-07-20
117,-31.75686,-52.35121,500,1904,1912,2022-07-20
118,-31.75686,-52.35123,500,1912,1912,2022-07-18
119,-31.75686,-52.35138,500,1912,1920,2022-07-19
120,-31.75686,-52.35112,500,1912,1888,2022-07-15
121,-31.75685,-52.35104,300,1048,1056,2022-07-21
122,-31.75685,-52.35142,500,1904,1928,2022-07-13
123,-31.75685,-52.35138,500,1904,1976,2022-07-12
124,-31.75684,-52.3514,500,200,200,2022-07-20
125,-31.75684,-52.35126,500,1912,1920,2022-07-18
126,-31.75684,-52.35123,500,1912,1920,2022-07-18
127,-31.75684,-52.35117,500,1904,1912,2022-07-15
128,-31.75683,-52.3512,500,1912,1920,2022-07-18
129,-31.75683,-52.35126,500,1904,1912,2022-07-18
130,-31.75683,-52.35114,500,1904,1848,2022-07-18
131,-31.75683,-52.3514,500,1904,1928,2022-07-12
132,-31.75682,-52.35109,300,1024,1040,2022-07-21
133,-31.75682,-52.35148,500,1912,1920,2022-07-13
134,-31.75682,-52.35123,500,1912,1952,2022-07-18
135,-31.75682,-52.35142,500,1904,1912,2022-07-19
136,-31.75681,-52.35119,300,1416,1344,2022-07-21
137,-31.75681,-52.35118,500,1904,1912,2022-07-14
138,-31.75681,-52.35141,500,1904,2048,2022-07-13
139,-31.75681,-52.35147,500,1912,2168,2022-07-13
140,-31.75681,-52.35122,500,1912,1920,2022-07-18
141,-31.75681,-52.35142,500,1912,1776,2022-07-12
142,-31.7568,-52.35122,300,1408,1408,2022-07-21
143,-31.7568,-52.35113,300,1408,1400,2022-07-21
144,-31.7568,-52.35126,500,1904,1864,2022-07-18
145,-31.7568,-52.35144,500,1904,1480,2022-07-19
146,-31.75679,-52.35126,300,1128,1144,2022-07-21
147,-31.75679,-52.35154,500,1912,2008,2022-07-13
148,-31.75679,-52.35148,500,1904,2000,2022-07-12
149,-31.75679,-52.35139,500,1912,1912,2022-07-19
150,-31.75678,-52.35121,500,1912,1936,2022-07-18
151,-31.75678,-52.35117,500,1912,1888,2022-07-15
152,-31.75677,-52.3513,500,1904,1976,2022-07-11
153,-31.75676,-52.35134,500,1912,1920,2022-07-19
154,-31.75675,-52.35128,500,1912,2056,2022-07-11
155,-31.75675,-52.35154,500,856,264,2022-07-12
156,-31.75674,-52.35121,500,1912,1920,2022-07-18
157,-31.75674,-52.35141,500,1904,2048,2022-07-12
158,-31.75674,-52.35143,500,1912,1920,2022-07-12
159,-31.75673,-52.35138,500,1904,128,2022-07-11
160,-31.75673,-52.35147,500,1904,1928,2022-07-13
161,-31.75673,-52.35145,500,1920,2072,2022-07-12
162,-31.75672,-52.35126,500,1904,1912,2022-07-11
163,-31.75672,-52.35125,500,1912,1912,2022-07-21
164,-31.75672,-52.35137,500,1912,1968,2022-07-19
165,-31.75672,-52.35144,500,1912,1928,2022-07-19
166,-31.7567,-52.35138,500,1912,2064,2022-07-13
167,-31.7567,-52.35143,500,1912,2112,2022-07-13
168,-31.75669,-52.35137,500,1920,2048,2022-07-11
169,-31.75669,-52.35143,500,1904,1904,2022-07-19
170,-31.75668,-52.35133,500,1912,1920,2022-07-19
171,-31.75667,-52.35123,500,1928,1976,2022-07-12
172,-31.75665,-52.35132,500,1912,1936,2022-07-11
173,-31.75665,-52.35128,500,1528,1640,2022-07-11
174,-31.75665,-52.35137,500,1912,1952,2022-07-11
175,-31.75665,-52.35136,500,1912,1968,2022-07-13
176,-31.75665,-52.35143,500,1904,2072,2022-07-13
177,-31.75665,-52.3512,500,1712,1848,2022-07-12
178,-31.75663,-52.35127,500,1704,1712,2022-07-11
179,-31.75663,-52.35138,500,1904,2016,2022-07-11
180,-31.75662,-52.35116,500,1704,1752,2022-07-11
181,-31.75662,-52.35131,500,1712,1736,2022-07-11
182,-31.75662,-52.35136,500,1912,2184,2022-07-11
183,-31.75662,-52.35125,500,1704,1712,2022-07-19
184,-31.75661,-52.35142,500,1912,1952,2022-07-13
185,-31.7566,-52.35128,500,1720,1720,2022-07-13
186,-31.7566,-52.35135,500,1512,1040,2022-07-12
187,-31.7566,-52.35138,500,1904,1912,2022-07-19
188,-31.75659,-52.35135,500,1512,1640,2022-07-12
189,-31.75659,-52.35135,500,1512,1520,2022-07-19
190,-31.75658,-52.3512,500,1712,1840,2022-07-11
191,-31.75658,-52.35133,500,1504,1704,2022-07-13
192,-31.75656,-52.35124,500,1712,1888,2022-07-11
193,-31.75654,-52.35123,500,1512,1512,2022-07-21
194,-31.75654,-52.3512,500,1960,1968,2022-07-13
195,-31.75653,-52.35136,500,1512,1680,2022-07-13
196,-31.75652,-52.35136,500,1512,1520,2022-07-11
197,-31.75651,-52.35119,500,1704,1720,2022-07-21
198,-31.75649,-52.35132,500,1512,1640,2022-07-11
199,-31.75649,-52.35123,500,1512,1552,2022-07-21
200,-30.09711,-51.23121,250,904,912,2019-02-04
201,-30.09708,-51.23123,250,904,912,2019-02-04
202,-30.09707,-51.23122,250,912,920,2019-02-04
203,-30.09707,-51.23125,250,912,928,2019-02-04
204,-30.09706,-51.23122,250,896,904,2019-02-04
205,-30.09706,-51.23114,250,904,912,2019-02-04
206,-30.09706,-51.23116,250,904,928,2019-02-04
207,-30.09706,-51.23114,250,904,912,2019-02-04
208,-30.09705,-51.23115,250,904,904,2019-02-04
209,-30.09705,-51.23118,250,896,904,2019-02-04
210,-30.09705,-51.23113,250,904,912,2019-02-04
211,-30.09705,-51.23115,250,904,912,2019-02-04
212,-30.09705,-51.23126,250,912,920,2019-02-04
213,-30.09704,-51.23119,250,896,920,2019-02-04
214,-30.09704,-51.23121,250,920,920,2019-02-04
215,-30.09703,-51.23118,250,904,912,2019-02-04
216,-30.09702,-51.23117,250,904,904,2019-02-04
217,-30.09702,-51.23118,250,896,904,2019-02-04
218,-30.09701,-51.23119,250,904,928,2019-02-04
219,-30.09701,-51.23117,250,896,928,2019-02-04
220,-30.09699,-51.23124,250,904,912,2019-02-04
221,-30.09699,-51.23122,250,904,912,2019-02-04
222,-30.09698,-51.23124,250,904,920,2019-02-04
223,-30.09698,-51.23119,250,904,928,2019-02-04
224,-30.09698,-51.23123,250,904,912,2019-02-04
225,-30.09697,-51.23126,250,904,912,2019-02-04
226,-30.09697,-51.23125,250,904,920,2019-02-04
227,-30.08056,-51.21203,500,320,264,2020-03-16
228,-30.08056,-51.21203,500,720,688,2020-03-16
229,-30.08056,-51.21203,500,512,480,2020-03-16
230,-30.07986,-51.21003,500,568,536,2020-03-16
231,-30.07983,-51.21011,500,920,880,2020-03-16
232,-30.07972,-51.20992,500,888,888,2020-03-16
233,-30.0797,-51.20991,500,576,552,2020-03-16
234,-30.0797,-51.21003,500,456,448,2020-03-16
235,-30.07969,-51.20987,500,760,720,2020-03-16
236,-30.07968,-51.20994,500,808,784,2020-03-16
237,-30.07968,-51.20996,500,488,480,2020-03-16
238,-30.07968,-51.20992,500,888,864,2020-03-16
239,-30.07968,-51.20986,500,904,872,2020-03-16
240,-30.07962,-51.20981,500,552,520,2020-03-16
241,-30.07957,-51.20965,500,408,456,2020-03-16
242,-30.07956,-51.20986,500,552,520,2020-03-16
243,-30.07949,-51.20951,500,488,440,2020-03-16
244,-30.07937,-51.20989,500,512,544,2020-03-16
245,-29.96219,-51.18942,300,920,904,2017-03-06
246,-29.96217,-51.18941,300,920,888,2017-03-06
247,-29.96217,-51.18944,300,944,912,2017-03-06
248,-29.96215,-51.1895,300,912,904,2017-03-07
249,-29.96214,-51.18926,300,920,920,2017-03-07
250,-29.96214,-51.18926,300,944,928,2017-03-07
251,-29.96214,-51.18935,300,920,880,2017-03-06
252,-29.96214,-51.18926,300,936,896,2017-03-06
253,-29.96214,-51.18931,300,920,880,2017-03-06
254,-29.96214,-51.1894,300,928,896,2017-03-06
255,-29.96214,-51.18921,300,912,864,2017-03-06
256,-29.96213,-51.18928,300,920,880,2017-03-07
257,-29.96213,-51.18924,300,928,920,2017-03-07
258,-29.96213,-51.18935,300,912,912,2017-03-07
259,-29.96213,-51.18942,300,912,904,2017-03-07
260,-29.96213,-51.18931,300,944,912,2017-03-06
261,-29.96213,-51.18936,300,912,888,2017-03-06
262,-29.96212,-51.18928,300,912,920,2017-03-07
263,-29.96212,-51.18936,300,920,912,2017-03-07
264,-29.96212,-51.1894,300,912,904,2017-03-07
265,-29.96212,-51.18932,300,944,904,2017-03-06
266,-29.96211,-51.18923,300,928,896,2017-03-07
267,-29.96211,-51.18928,300,928,912,2017-03-07
268,-29.96211,-51.18925,300,912,912,2017-03-07
269,-29.96211,-51.18926,300,928,912,2017-03-06
270,-29.96211,-51.18923,300,920,888,2017-03-06
271,-29.96209,-51.18939,300,976,976,2017-03-07
272,-29.96209,-51.18944,300,912,912,2017-03-07
273,-29.96208,-51.18942,300,912,904,2017-03-07
274,-29.96208,-51.1893,300,912,912,2017-03-07
275,-29.96208,-51.18936,300,920,928,2017-03-07
276,-29.96208,-51.18927,300,944,848,2017-03-06
277,-29.92521,-51.17376,300,904,648,2016-11-05
278,-29.92519,-51.17379,400,808,672,2016-11-04
279,-29.92516,-51.17381,400,808,808,2016-11-03
280,-29.92516,-51.17371,400,904,888,2016-11-03
281,-29.92516,-51.17379,400,824,816,2016-11-04
282,-29.92515,-51.17368,400,1008,1008,2016-11-03
283,-29.92515,-51.17376,400,808,824,2016-11-04
284,-29.92515,-51.17379,300,904,928,2016-11-04
285,-29.92514,-51.17367,300,808,808,2016-11-05
286,-29.92514,-51.17382,400,920,936,2016-11-03
287,-29.92514,-51.17376,400,912,920,2016-11-03
288,-29.92514,-51.17365,300,808,824,2016-11-04
289,-29.92514,-51.1737,400,904,912,2016-11-04
290,-29.92514,-51.17381,400,816,832,2016-11-04
291,-29.92513,-51.17374,300,808,792,2016-11-05
292,-29.92513,-51.1738,300,808,888,2016-11-05
293,-29.92513,-51.1737,400,912,1024,2016-11-05
294,-29.92513,-51.17381,400,912,904,2016-11-03
295,-29.92513,-51.17387,400,448,176,2016-11-03
296,-29.92513,-51.17364,400,904,920,2016-11-04
297,-29.92512,-51.17379,300,840,792,2016-11-05
298,-29.92512,-51.17369,300,808,832,2016-11-05
299,-29.92512,-51.17385,300,816,840,2016-11-04
300,-29.92511,-51.1738,400,808,856,2016-11-04
301,-29.92511,-51.17384,400,808,824,2016-11-04
302,-29.92511,-51.17371,400,912,912,2016-11-04
303,-29.92511,-51.17381,300,816,840,2016-11-04
304,-29.92511,-51.17379,300,808,856,2016-11-04
305,-29.9251,-51.17387,300,752,768,2016-11-05
306,-29.9251,-51.17395,400,912,984,2016-11-05
307,-29.9251,-51.17382,400,864,856,2016-11-03
308,-29.9251,-51.17379,400,904,944,2016-11-03
309,-29.9251,-51.17386,400,920,952,2016-11-04
310,-29.9251,-51.1737,300,920,904,2016-11-04
311,-29.92509,-51.17391,400,904,1024,2016-11-03
312,-29.92509,-51.17364,400,1008,1064,2016-11-03
313,-29.92509,-51.17387,300,816,720,2016-11-04
314,-29.92509,-51.17388,300,920,992,2016-11-04
315,-29.92509,-51.17377,400,912,936,2016-11-04
316,-29.92509,-51.17384,300,832,848,2016-11-04
317,-29.92508,-51.17386,300,728,760,2016-11-05
318,-29.92508,-51.17392,400,824,888,2016-11-05
319,-29.92508,-51.17392,400,976,728,2016-11-05
320,-29.92507,-51.17389,400,808,824,2016-11-05
321,-29.92507,-51.17394,400,808,856,2016-11-05
322,-29.92507,-51.1739,400,808,720,2016-11-04
323,-29.92506,-51.17382,400,808,816,2016-11-04
324,-29.92506,-51.17397,300,816,848,2016-11-04
325,-29.92505,-51.17392,300,920,976,2016-11-05
326,-29.92505,-51.174,400,768,800,2016-11-05
327,-29.92505,-51.17393,400,736,728,2016-11-04
328,-29.92502,-51.17386,400,912,920,2016-11-03
329,-29.92502,-51.17388,400,856,904,2016-11-04
330,-29.92499,-51.17385,400,816,808,2016-11-04
331,-29.90114,-51.21729,300,1312,1288,2017-02-24
332,-29.90114,-51.21735,300,1312,1280,2017-02-24
333,-29.90113,-51.21739,300,1312,1304,2017-02-24
334,-29.90112,-51.21742,300,1312,1280,2017-02-24
335,-29.90112,-51.21732,300,1024,1024,2017-02-24
336,-29.90111,-51.2177,300,1016,976,2017-02-24
337,-29.90111,-51.21726,300,1024,1032,2017-02-24
338,-29.90111,-51.21731,300,1312,1288,2017-02-24
339,-29.90111,-51.21743,300,1032,1024,2017-02-24
340,-29.90111,-51.21745,300,1304,1288,2017-02-24
341,-29.9011,-51.21742,300,1016,1000,2017-02-24
342,-29.9011,-51.21743,300,1312,1264,2017-02-24
343,-29.9011,-51.21755,300,1312,1280,2017-02-24
344,-29.9011,-51.2174,300,1008,1000,2017-02-24
345,-29.9011,-51.21738,300,1304,1296,2017-02-24
346,-29.9011,-51.21753,300,1008,1008,2017-02-24
347,-29.9011,-51.21753,300,1304,1280,2017-02-24
348,-29.9011,-51.2175,300,1008,1000,2017-02-24
349,-29.9011,-51.21748,300,1016,1008,2017-02-24
350,-29.90109,-51.21741,300,1016,1000,2017-02-23
351,-29.90109,-51.21736,300,1304,1296,2017-02-24
352,-29.90109,-51.21758,300,1312,808,2017-02-24
353,-29.90109,-51.21751,300,1008,1000,2017-02-24
354,-29.90109,-51.2173,300,1016,448,2017-02-24
355,-29.90109,-51.21759,300,1312,1288,2017-02-24
356,-29.90108,-51.21747,300,1016,1008,2017-02-23
357,-29.90108,-51.21728,300,1024,968,2017-02-24
358,-29.90107,-51.21776,300,1312,1240,2017-02-23
359,-29.90107,-51.21751,300,1016,1008,2017-02-23
360,-29.90107,-51.2177,300,1304,1248,2017-02-24
361,-29.90107,-51.2177,300,1312,1296,2017-02-24
362,-29.90106,-51.2174,300,1008,16,2017-02-23
363,-29.90106,-51.21762,300,1008,1008,2017-02-23
364,-29.90106,-51.21767,300,1008,1016,2017-02-24
365,-29.90106,-51.21733,300,1008,976,2017-02-24
366,-29.90105,-51.21766,300,1312,1272,2017-02-23
367,-29.90105,-51.21734,300,1008,992,2017-02-23
368,-29.90105,-51.21758,300,1312,1272,2017-02-24
369,-29.90105,-51.21758,300,1008,992,2017-02-24
370,-29.90105,-51.21758,300,1008,1000,2017-02-24
371,-29.90105,-51.21758,300,1008,984,2017-02-24
372,-29.90105,-51.21736,300,1016,1000,2017-02-24
373,-29.90105,-51.21758,300,1304,1256,2017-02-24
374,-29.90104,-51.21766,300,1312,1256,2017-02-23
375,-29.90104,-51.21724,300,1312,1288,2017-02-27
376,-29.90104,-51.21724,300,1008,1008,2017-02-27
377,-29.90104,-51.21724,300,816,824,2017-02-27
378,-29.90104,-51.21724,300,816,824,2017-02-27
379,-29.90104,-51.21724,300,1304,1264,2017-02-27
380,-29.90104,-51.21724,300,1008,992,2017-02-27
381,-29.90104,-51.21724,300,1312,1272,2017-02-27
382,-29.90104,-51.21724,300,1312,1280,2017-02-27
383,-29.90104,-51.21724,300,1312,1280,2017-02-27
384,-29.90104,-51.21724,300,1312,1240,2017-02-27
385,-29.90104,-51.21724,300,1312,1280,2017-02-27
386,-29.90104,-51.21724,300,1336,1296,2017-02-27
387,-29.90104,-51.21724,300,1304,1304,2017-02-27
388,-29.90104,-51.21724,300,848,856,2017-02-27
389,-29.90104,-51.21724,300,1304,1256,2017-02-27
390,-29.90104,-51.21724,300,1312,1248,2017-02-27
391,-29.90104,-51.21724,300,1008,992,2017-02-27
392,-29.90104,-51.21724,300,1312,1296,2017-02-27
393,-29.90104,-51.21724,300,1304,1272,2017-02-27
394,-29.90104,-51.21724,300,1008,1008,2017-02-27
395,-29.90104,-51.21724,300,1304,1296,2017-02-27
396,-29.90104,-51.21724,300,1304,1248,2017-02-27
397,-29.90104,-51.21724,300,1304,1256,2017-02-27
398,-29.90104,-51.21724,300,1304,1280,2017-02-27
399,-29.90104,-51.21724,300,1304,1256,2017-02-27
400,-29.90104,-51.21724,300,1304,1264,2017-02-27
401,-29.90104,-51.21724,300,1312,1280,2017-02-27
402,-29.90104,-51.21724,300,1024,1040,2017-02-27
403,-29.90104,-51.21724,300,1016,1024,2017-02-27
404,-29.90104,-51.21724,300,1312,1264,2017-02-27
405,-29.90104,-51.21724,300,1320,1280,2017-02-27
406,-29.90104,-51.21724,300,1312,1304,2017-02-27
407,-29.90104,-51.21724,300,1296,1264,2017-02-27
408,-29.90104,-51.21724,300,1016,1000,2017-02-27
409,-29.90104,-51.21724,300,1304,1272,2017-02-27
410,-29.90104,-51.21724,300,1304,1280,2017-02-27
411,-29.90101,-51.21771,300,1024,1032,2017-02-24
412,-29.90099,-51.21771,300,1008,992,2017-02-24
413,-29.90096,-51.21771,300,1024,1016,2017-02-24
414,-29.90096,-51.21731,300,1312,1296,2017-02-24
415,-29.90094,-51.2177,300,1008,1000,2017-02-24
416,-29.90092,-51.21727,300,1320,1296,2017-02-24
417,-29.90091,-51.21725,300,1312,1272,2017-02-24
418,-29.90084,-51.21726,300,1304,1280,2017-02-24
419,-29.90084,-51.21729,300,1312,1312,2017-02-24
420,-29.90083,-51.21767,300,1016,1008,2017-02-24
421,-29.90083,-51.21724,300,1320,1264,2017-02-24
422,-29.90083,-51.21771,300,1016,1000,2017-02-24
423,-29.90082,-51.21724,300,1304,1280,2017-02-24
424,-29.90082,-51.2177,300,1016,1016,2017-02-24
425,-29.90081,-51.21734,300,1312,1296,2017-02-23
426,-29.90081,-51.21726,300,1304,672,2017-02-23
427,-29.90081,-51.21728,300,1304,1304,2017-02-23
428,-29.9008,-51.21722,300,1008,1016,2017-02-23
429,-29.9008,-51.21764,300,1312,1280,2017-02-24
430,-29.90079,-51.21738,300,1312,1280,2017-02-23
431,-29.90078,-51.21733,300,1312,1280,2017-02-23
432,-29.90078,-51.21742,300,1312,1280,2017-02-23
433,-29.90078,-51.21747,300,1312,1280,2017-02-23
434,-29.90078,-51.21757,300,1312,1280,2017-02-24
435,-29.90077,-51.21766,300,1304,1256,2017-02-23
436,-29.90077,-51.21745,300,1312,1272,2017-02-23
437,-29.90077,-51.21724,300,1312,1296,2017-02-23
438,-29.90076,-51.21773,300,1304,1280,2017-02-23
439,-29.90076,-51.21765,300,1304,1256,2017-02-23
440,-29.90076,-51.21765,300,1312,1296,2017-02-24
441,-29.90073,-51.21758,300,1336,1272,2017-02-24
442,-29.90072,-51.21755,300,1312,1272,2017-02-24
443,-29.86426,-51.17864,300,608,672,2016-03-02
444,-29.86426,-51.17871,300,608,656,2016-03-02
445,-29.86426,-51.17864,300,696,648,2016-03-02
446,-29.86424,-51.1787,300,608,624,2016-03-02
447,-29.86424,-51.17867,300,608,624,2016-03-02
448,-29.86423,-51.17871,300,608,584,2016-03-02
449,-29.86423,-51.17865,300,608,640,2016-03-02
450,-29.8642,-51.17869,300,608,592,2016-03-02
451,-29.86419,-51.17865,300,608,632,2016-03-02
452,-29.86419,-51.17866,300,608,648,2016-03-02
453,-29.86418,-51.17866,300,728,704,2016-03-02
454,-29.86418,-51.17872,300,608,632,2016-03-02
455,-29.86417,-51.17864,300,608,672,2016-03-02
456,-29.86417,-51.1787,300,608,592,2016-03-02
457,-29.86413,-51.17869,300,616,576,2016-03-02
458,-29.86413,-51.17865,300,616,608,2016-03-02
459,-29.86411,-51.17864,300,608,560,2016-03-02
460,-29.86411,-51.17866,300,616,592,2016-03-02
461,-29.86411,-51.17867,300,608,584,2016-03-02
462,-29.8641,-51.17867,300,616,600,2016-03-02
463,-29.86408,-51.17869,300,608,600,2016-03-02
464,-29.86407,-51.17864,300,616,616,2016-03-02
465,-29.86407,-51.17863,300,616,592,2016-03-02
466,-29.86406,-51.17869,300,624,624,2016-03-02
467,-29.86406,-51.17871,300,608,608,2016-03-02
468,-29.86406,-51.17865,300,624,608,2016-03-02
469,-29.86404,-51.17866,300,616,600,2016-03-02
470,-29.86404,-51.17866,300,608,592,2016-03-02
471,-29.86402,-51.17867,300,616,592,2016-03-02
472,-29.86398,-51.17946,300,1112,1136,2016-03-01
473,-29.86381,-51.17809,400,1112,1096,2016-02-22
474,-29.86381,-51.17937,300,904,432,2016-03-01
475,-29.8638,-51.17776,400,1032,936,2016-02-19
476,-29.8638,-51.17758,400,1008,912,2016-02-17
477,-29.8638,-51.17757,400,1040,928,2016-02-17
478,-29.8638,-51.17758,400,1032,928,2016-02-17
479,-29.86379,-51.17799,400,1112,1048,2016-02-20
480,-29.86379,-51.17789,400,1104,1152,2016-02-20
481,-29.86379,-51.17837,400,1104,1088,2016-02-24
482,-29.86379,-51.17812,400,1120,1040,2016-02-22
483,-29.86378,-51.17793,400,1120,1016,2016-02-20
484,-29.86378,-51.17793,400,1112,1056,2016-02-20
485,-29.86378,-51.17789,400,1008,952,2016-02-20
486,-29.86378,-51.17809,400,1128,1040,2016-02-23
487,-29.86378,-51.17833,400,1112,1040,2016-02-24
488,-29.86378,-51.17809,400,1112,536,2016-02-22
489,-29.86378,-51.17812,400,1120,1048,2016-02-22
490,-29.86378,-51.17812,400,1128,1008,2016-02-22
491,-29.86378,-51.17759,400,1056,1024,2016-02-17
492,-29.86377,-51.17811,400,1128,1064,2016-02-23
